profile,param_id,beta,gamma,run_id,seed,budget_k_pct,budget_k_nodes,strategy,selected_node_ids,final_mean_infected_per_hh,baseline_mean_infected_per_hh,reduction_vs_baseline_pct,transmissions_blocked,transmission_block_rate_pct,infections_prevented,prevention_rate_pct,precision_k_pct,transmission_coverage,selected_index_cases,selected_contacts,sars_pos_contacts_in_selected,recall_k_pct,dynamic_duration_coverage_pct,dynamic_contact_event_coverage_pct,lcc_reduction_pct
smoke,beta0.30_gamma0.10,0.3,0.1,2,2020844,8,27,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004,3.0455,3.6136,15.7233,39.0,13.6364,26.0,16.9935,62.963,13.6364,4.0,23.0,13.0,7.0539,49.9409,40.8134,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,0,2000845,8,27,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001,2.9886,3.5909,16.7722,35.0,12.2378,35.0,22.8758,70.3704,12.2378,9.0,18.0,10.0,7.8838,7.2305,7.343,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,1,2010845,8,27,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001,3.0682,3.5341,13.1833,35.0,12.2378,35.0,22.8758,70.3704,12.2378,9.0,18.0,10.0,7.8838,7.2305,7.343,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,2,2020845,8,27,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001,3.0568,3.6136,15.4088,35.0,12.2378,35.0,22.8758,70.3704,12.2378,9.0,18.0,10.0,7.8838,7.2305,7.343,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,0,2000846,8,27,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001,2.7955,3.5909,22.1519,48.0,16.7832,37.0,24.183,96.2963,16.7832,20.0,7.0,6.0,10.7884,17.7385,14.7258,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,1,2010846,8,27,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001,2.8409,3.5341,19.6141,48.0,16.7832,37.0,24.183,96.2963,16.7832,20.0,7.0,6.0,10.7884,17.7385,14.7258,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,2,2020846,8,27,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001,2.7727,3.6136,23.2704,48.0,16.7832,37.0,24.183,96.2963,16.7832,20.0,7.0,6.0,10.7884,17.7385,14.7258,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,0,2000943,9,30,random,S028-001|S040-003|S050-004|J029-003|J047-003|S080-003|J008-001|S045-002|S015-003|S051-004|J041-001|J068-002|J043-002|J057-001|S012-002|J076-002|S036-002|S075-003|J037-002|J027-001|S057-004|J023-001|S040-002|J039-005|J073-003|S047-003|J076-001|J063-005|J053-002|S032-005,3.0114,3.5909,16.1392,50.0,17.4825,48.0,31.3725,70.0,17.4825,7.0,23.0,14.0,8.7137,17.9535,16.8974,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,1,2010943,9,30,random,S007-004|J077-003|S049-003|J009-001|J077-005|J044-006|S006-003|S072-001|J041-004|S005-002|S067-002|S049-005|S047-001|S018-004|S004-002|S050-002|J039-003|J073-002|S039-003|J057-004|S012-002|S040-003|S021-005|S046-002|S048-006|J055-001|J068-002|J063-004|S072-008|S057-001,2.9545,3.5341,16.3987,43.0,15.035,44.0,28.7582,60.0,15.035,5.0,25.0,13.0,7.4689,13.5025,13.6415,12.5
smoke,beta0.30_gamma0.10,0.3,0.1,2,2020943,9,30,random,J037-001|S026-007|S040-002|S046-002|S062-005|J067-005|J054-001|J070-003|S079-005|S045-006|S036-004|J042-004|J073-001|S011-003|S004-003|S005-001|S026-009|J043-005|S021-006|J022-004|S039-002|S028-005|S072-007|J041-002|J033-002|S011-002|J020-001|J021-002|S044-002|S046-001,3.0568,3.6136,15.4088,49.0,17.1329,48.0,31.3725,66.6667,17.1329,6.0,24.0,14.0,8.2988,20.04,19.7023,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,0,2000944,9,30,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001,3.0227,3.5909,15.8228,41.0,14.3357,26.0,16.9935,63.3333,14.3357,6.0,24.0,13.0,7.8838,51.4272,42.3745,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,1,2010944,9,30,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001,3.1136,3.5341,11.8971,41.0,14.3357,26.0,16.9935,63.3333,14.3357,6.0,24.0,13.0,7.8838,51.4272,42.3745,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,2,2020944,9,30,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001,3.1364,3.6136,13.2075,41.0,14.3357,26.0,16.9935,63.3333,14.3357,6.0,24.0,13.0,7.8838,51.4272,42.3745,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,0,2000945,9,30,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004,2.9318,3.5909,18.3544,41.0,14.3357,41.0,26.7974,70.0,14.3357,10.0,20.0,11.0,8.7137,7.3827,7.5465,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,1,2010945,9,30,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004,2.9091,3.5341,17.6849,41.0,14.3357,41.0,26.7974,70.0,14.3357,10.0,20.0,11.0,8.7137,7.3827,7.5465,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,2,2020945,9,30,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004,2.9318,3.6136,18.8679,41.0,14.3357,41.0,26.7974,70.0,14.3357,10.0,20.0,11.0,8.7137,7.3827,7.5465,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,0,2000946,9,30,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003,2.5455,3.5909,29.1139,50.0,17.4825,37.0,24.183,96.6667,17.4825,21.0,9.0,8.0,12.0332,18.644,15.6594,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,1,2010946,9,30,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003,2.7386,3.5341,22.508,50.0,17.4825,37.0,24.183,96.6667,17.4825,21.0,9.0,8.0,12.0332,18.644,15.6594,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,2,2020946,9,30,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003,2.625,3.6136,27.3585,50.0,17.4825,37.0,24.183,96.6667,17.4825,21.0,9.0,8.0,12.0332,18.644,15.6594,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,0,2001043,10,34,random,S079-001|S049-004|S072-004|S056-003|J008-001|S026-007|J050-001|J044-004|J067-002|S072-001|J041-002|S049-001|S009-001|J048-003|J042-001|J063-003|S036-001|J041-001|S007-002|J027-002|J023-002|J024-001|S028-003|S004-002|S018-001|S063-003|J030-001|J055-004|J070-003|S079-006|S011-002|S071-006|S062-002|S004-001,2.6136,3.5909,27.2152,65.0,22.7273,57.0,37.2549,79.4118,22.7273,13.0,21.0,14.0,11.2033,20.4461,19.3736,12.5
smoke,beta0.30_gamma0.10,0.3,0.1,1,2011043,10,34,random,J044-003|S008-003|J023-001|J023-008|S073-002|S036-004|S071-005|S005-003|J054-002|S060-001|S018-005|J044-004|J042-001|S011-003|S036-002|J067-006|J039-007|S050-005|S049-004|S021-001|S018-001|J075-001|S020-001|S044-002|J044-002|J008-005|S045-003|S080-002|S081-003|S016-002|S072-004|J053-001|J022-004|S028-005,3.0114,3.5341,14.791,60.0,20.979,51.0,33.3333,76.4706,20.979,8.0,26.0,18.0,10.7884,27.4107,27.5092,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,2,2021043,10,34,random,S023-002|S060-003|J041-002|J042-003|S079-006|J064-002|S049-005|J044-004|S032-001|S063-001|J054-004|S031-003|S028-005|S026-007|J076-001|S053-001|S078-002|S071-001|J037-004|S072-007|S007-003|S044-003|S006-008|S036-003|J010-002|J044-007|J024-001|S007-005|S053-003|J059-003|S040-003|J057-001|S039-004|S040-002,2.9886,3.6136,17.2956,53.0,18.5315,50.0,32.6797,67.6471,18.5315,7.0,27.0,16.0,9.5436,16.1529,19.1943,25.0
smoke,beta0.30_gamma0.10,0.3,0.1,0,2001044,10,34,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005,2.9545,3.5909,17.7215,49.0,17.1329,34.0,22.2222,64.7059,17.1329,6.0,28.0,16.0,9.1286,56.9104,48.3372,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,1,2011044,10,34,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005,3.0227,3.5341,14.4695,49.0,17.1329,34.0,22.2222,64.7059,17.1329,6.0,28.0,16.0,9.1286,56.9104,48.3372,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,2,2021044,10,34,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005,3.0227,3.6136,16.3522,49.0,17.1329,34.0,22.2222,64.7059,17.1329,6.0,28.0,16.0,9.1286,56.9104,48.3372,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,0,2001045,10,34,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008,2.5795,3.5909,28.1646,47.0,16.4336,47.0,30.719,70.5882,16.4336,11.0,23.0,13.0,9.9585,8.3421,8.1513,12.5
smoke,beta0.30_gamma0.10,0.3,0.1,1,2011045,10,34,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008,2.7614,3.5341,21.865,47.0,16.4336,47.0,30.719,70.5882,16.4336,11.0,23.0,13.0,9.9585,8.3421,8.1513,12.5
smoke,beta0.30_gamma0.10,0.3,0.1,2,2021045,10,34,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008,2.7045,3.6136,25.1572,47.0,16.4336,47.0,30.719,70.5882,16.4336,11.0,23.0,13.0,9.9585,8.3421,8.1513,12.5
smoke,beta0.30_gamma0.10,0.3,0.1,0,2001046,10,34,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001,2.7159,3.5909,24.3671,57.0,19.9301,43.0,28.1046,94.1176,19.9301,22.0,12.0,10.0,13.278,20.0096,17.3457,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,1,2011046,10,34,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001,2.4886,3.5341,29.582,57.0,19.9301,43.0,28.1046,94.1176,19.9301,22.0,12.0,10.0,13.278,20.0096,17.3457,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,2,2021046,10,34,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001,2.75,3.6136,23.8994,57.0,19.9301,43.0,28.1046,94.1176,19.9301,22.0,12.0,10.0,13.278,20.0096,17.3457,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,0,2001143,11,37,random,J057-004|S008-002|S005-003|S063-002|S075-002|S026-009|S062-002|S028-001|J064-001|S030-002|S053-001|S048-001|J027-005|S079-006|J042-001|S006-008|S021-001|J044-006|S073-002|J037-001|S021-005|S062-001|J054-002|S078-003|S007-002|J068-002|J063-005|J044-002|S073-004|S081-003|J076-002|J024-004|S067-002|J048-002|S023-002|S005-001|S045-001,2.8523,3.5909,20.5696,59.0,20.6294,53.0,34.6405,64.8649,20.6294,10.0,27.0,14.0,9.9585,23.4702,23.4307,12.5
smoke,beta0.30_gamma0.10,0.3,0.1,1,2011143,11,37,random,S045-001|S071-006|S023-002|S040-003|S007-008|S040-001|J029-003|S063-004|S051-004|J033-002|J077-002|S067-002|S033-002|J070-002|J050-003|J021-002|S072-006|S062-003|S006-004|S056-003|J008-004|J072-003|S060-001|J076-002|S009-003|S052-003|J020-003|J067-007|J067-006|S044-001|S015-001|S045-005|S031-002|S063-002|S015-004|J037-001|J042-003,2.9091,3.5341,17.6849,66.0,23.0769,55.0,35.9477,72.973,23.0769,6.0,31.0,21.0,11.2033,14.9045,14.0257,12.5
smoke,beta0.30_gamma0.10,0.3,0.1,2,2021143,11,37,random,J077-005|S020-001|J027-003|S016-001|S033-004|S045-006|J023-002|J041-002|J075-004|J044-002|S012-001|S072-004|S006-010|S074-002|J030-001|S062-003|J033-001|J044-004|S026-005|J063-005|J039-002|J031-002|J020-001|S009-003|J024-001|J020-003|S057-004|J044-007|S007-003|J008-004|J064-002|J021-002|J008-002|J059-005|S007-002|S079-005|J073-001,2.8636,3.6136,20.7547,53.0,18.5315,49.0,32.0261,64.8649,18.5315,8.0,29.0,16.0,9.9585,22.6489,22.1756,25.0
smoke,beta0.30_gamma0.10,0.3,0.1,0,2001144,11,37,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005|J008-007|J043-003|S060-004,2.9886,3.5909,16.7722,51.0,17.8322,34.0,22.2222,62.1622,17.8322,6.0,31.0,17.0,9.5436,59.2494,50.8844,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,1,2011144,11,37,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005|J008-007|J043-003|S060-004,2.9773,3.5341,15.7556,51.0,17.8322,34.0,22.2222,62.1622,17.8322,6.0,31.0,17.0,9.5436,59.2494,50.8844,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,2,2021144,11,37,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005|J008-007|J043-003|S060-004,2.9318,3.6136,18.8679,51.0,17.8322,34.0,22.2222,62.1622,17.8322,6.0,31.0,17.0,9.5436,59.2494,50.8844,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,0,2001145,11,37,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008|S021-004|S071-001|S045-004,2.7614,3.5909,23.1013,53.0,18.5315,53.0,34.6405,70.2703,18.5315,12.0,25.0,14.0,10.7884,8.4748,8.4117,12.5
smoke,beta0.30_gamma0.10,0.3,0.1,1,2011145,11,37,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008|S021-004|S071-001|S045-004,2.75,3.5341,22.1865,53.0,18.5315,53.0,34.6405,70.2703,18.5315,12.0,25.0,14.0,10.7884,8.4748,8.4117,12.5
smoke,beta0.30_gamma0.10,0.3,0.1,2,2021145,11,37,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008|S021-004|S071-001|S045-004,2.6932,3.6136,25.4717,53.0,18.5315,53.0,34.6405,70.2703,18.5315,12.0,25.0,14.0,10.7884,8.4748,8.4117,12.5
smoke,beta0.30_gamma0.10,0.3,0.1,0,2001146,11,37,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001|S073-003|S051-004|S011-002,2.5568,3.5909,28.7975,60.0,20.979,46.0,30.0654,91.8919,20.979,22.0,15.0,12.0,14.1079,20.766,18.275,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,1,2011146,11,37,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001|S073-003|S051-004|S011-002,2.8409,3.5341,19.6141,60.0,20.979,46.0,30.0654,91.8919,20.979,22.0,15.0,12.0,14.1079,20.766,18.275,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,2,2021146,11,37,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001|S073-003|S051-004|S011-002,2.6364,3.6136,27.044,60.0,20.979,46.0,30.0654,91.8919,20.979,22.0,15.0,12.0,14.1079,20.766,18.275,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,0,2001243,12,40,random,J076-001|J054-001|S052-002|S021-003|J047-002|S012-003|J048-002|S011-001|J020-002|S008-001|J054-004|S075-003|S044-003|J039-002|J039-006|S075-002|S030-002|S053-002|S048-002|J030-003|J044-002|S056-004|J009-001|S060-002|S026-001|J008-006|S080-002|J031-001|S032-001|S078-002|S079-004|J041-002|S078-001|S074-002|S016-002|S062-003|S060-004|S026-003|J070-001|S030-001,2.9318,3.5909,18.3544,59.0,20.6294,55.0,35.9477,77.5,20.6294,11.0,29.0,20.0,12.8631,21.5877,22.9227,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,1,2011243,12,40,random,J057-003|S033-002|J020-007|S073-002|S031-005|S060-004|J023-006|S023-002|S011-003|J023-005|S007-005|S045-002|J077-001|J077-003|S044-001|S052-003|J030-003|J044-002|S033-001|J047-003|S006-006|J044-003|S063-003|J039-003|J029-001|J037-001|J067-007|J041-001|S075-001|S033-004|J010-003|J054-003|J077-002|S004-003|S008-003|S004-001|J059-004|J067-001|J050-001|S026-008,2.8523,3.5341,19.2926,66.0,23.0769,58.0,37.9085,70.0,23.0769,10.0,30.0,18.0,11.6183,18.667,20.7554,12.5
smoke,beta0.30_gamma0.10,0.3,0.1,2,2021243,12,40,random,S040-002|S007-005|S053-001|S079-005|S015-003|S078-002|J075-003|J048-002|S031-003|S008-002|S015-002|S028-005|J030-003|J048-005|S007-006|J023-004|S007-004|S012-002|J030-004|S050-005|J037-001|J041-004|J055-001|J070-003|S007-008|J075-001|J073-003|S023-003|J043-002|J033-005|S072-001|J057-002|S006-008|J067-001|J063-001|S030-001|J039-003|J048-001|S047-001|S072-004,2.7841,3.6136,22.956,60.0,20.979,52.0,33.9869,60.0,20.979,10.0,30.0,14.0,9.9585,23.0765,22.648,12.5
smoke,beta0.30_gamma0.10,0.3,0.1,0,2001244,12,40,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005|J008-007|J043-003|S060-004|S036-004|J075-004|J039-003,3.0114,3.5909,16.1392,57.0,19.9301,37.0,24.183,65.0,19.9301,6.0,34.0,20.0,10.7884,61.1977,53.1912,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,1,2011244,12,40,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005|J008-007|J043-003|S060-004|S036-004|J075-004|J039-003,2.9773,3.5341,15.7556,57.0,19.9301,37.0,24.183,65.0,19.9301,6.0,34.0,20.0,10.7884,61.1977,53.1912,0.0
smoke,beta0.30_gamma0.10,0.3,0.1,2,2021244,12,40,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005|J008-007|J043-003|S060-004|S036-004|J075-004|J039-003,3.0,3.6136,16.9811,57.0,19.9301,37.0,24.183,65.0,19.9301,6.0,34.0,20.0,10.7884,61.1977,53.1912,0.0
